UTC Timestamp,Game Type,Map,Team,Match Outcome,Skill,Score,Shots,Hits,Assists,Longest Streak,Kills,Deaths,Headshots,Damage Done,Damage Taken,Percentage Of Time Moving,Lifetime Games Played,Lifetime Wins,Lifetime Losses,Game Mode,K/D,E/D
2025-01-02 18:05:13,Hardpoint,Vault,allies,loss,241,5215,730,197,10,4,32,32,5,4125,3714,97.16%,117,64,52,Ranked,1.0,1.31
2025-01-02 17:50:47,Hardpoint,Skyline,allies,win,257,4650,626,191,12,6,27,36,3,3983,4106,99.00%,116,64,51,Ranked,0.75,1.08
2025-01-02 17:29:44,Control,Protocol,allies,win,263,4410,688,206,6,7,33,34,7,4252,3952,94.75%,115,63,51,Ranked,0.97,1.15
2025-01-02 17:06:32,Hardpoint,Protocol,allies,win,252,5525,481,140,9,5,28,23,5,3197,2892,94.25%,114,62,51,Ranked,1.22,1.61
2025-01-02 16:40:02,Hardpoint,Skyline,allies,win,255,5275,666,182,12,3,32,31,4,3840,3857,96.21%,113,61,51,Ranked,1.03,1.42
2024-12-30 16:20:21,Hardpoint,Vault,allies,loss,262,6380,682,209,8,9,40,28,5,4605,3447,95.09%,111,60,50,Ranked,1.43,1.71
2024-12-30 16:05:22,Hardpoint,Skyline,allies,loss,253,5710,760,221,10,7,37,33,4,4532,3913,98.75%,110,60,49,Ranked,1.12,1.42
2024-12-30 15:43:35,Search and Destroy,Protocol,axis,win,253,1265,198,47,3,2,9,9,0,1186,1224,66.67%,109,60,48,Ranked,1.0,1.33
2025-01-02 16:27:32,Control,Vault,axis,loss,275,1475,304,65,5,2,8,24,0,1336,2808,97.48%,112,60,51,Ranked,0.33,0.54
2024-12-30 15:29:44,Hardpoint,Protocol,axis,loss,253,0,0,0,0,0,0,0,0,0,0,0.00%,108,59,48,Ranked,0.0,0.0
2024-12-30 14:54:16,Control,Protocol,axis,win,266,2115,320,86,5,3,13,20,2,1766,2394,94.99%,108,59,48,Ranked,0.65,0.9
2024-12-30 14:22:14,Hardpoint,Protocol,axis,win,269,4755,514,134,7,4,27,29,3,2989,3840,96.68%,107,58,48,Ranked,0.93,1.17
2024-12-29 22:10:04,Control,Vault,allies,win,280,3145,515,147,3,6,25,29,1,3100,3798,96.53%,106,57,48,Ranked,0.86,0.97
2024-12-29 21:49:34,Hardpoint,Vault,allies,win,266,5580,777,224,11,5,37,27,7,4579,3240,97.87%,105,56,48,Ranked,1.37,1.78
2024-12-29 21:40:09,Control,Protocol,axis,win,273,875,75,22,3,1,4,6,2,536,815,86.78%,104,55,48,Ranked,0.67,1.17
2024-12-29 21:27:56,Control,Protocol,allies,loss,281,2000,292,96,1,5,17,18,0,2178,2262,98.06%,103,54,48,Ranked,0.94,1.0
2024-12-29 20:31:36,Search and Destroy,Skyline,allies,win,273,1200,219,39,2,4,9,3,0,1104,498,78.01%,102,54,47,Ranked,3.0,3.67
2024-12-29 19:45:49,Hardpoint,Red Card,axis,win,268,5635,548,164,12,4,33,27,4,3289,3126,98.68%,99,53,45,Ranked,1.22,1.67
2024-12-29 20:16:29,Hardpoint,Skyline,allies,loss,290,4585,620,180,4,4,31,37,3,4027,4120,97.79%,101,53,47,Ranked,0.84,0.95
2024-12-29 20:00:10,Hardpoint,Vault,allies,loss,277,6390,753,209,10,4,36,29,9,4806,3697,92.23%,100,53,46,Ranked,1.24,1.59
2024-12-29 19:30:47,Hardpoint,Skyline,axis,win,254,4820,567,178,11,5,31,24,6,3811,2943,96.23%,98,52,45,Ranked,1.29,1.75
2024-12-29 19:18:46,Hardpoint,Vault,axis,win,256,3705,398,99,9,3,17,17,2,2128,2197,97.64%,97,51,45,Ranked,1.0,1.53
2024-12-29 19:03:46,Hardpoint,Vault,axis,win,252,5535,634,173,5,4,33,27,3,3717,3309,93.89%,96,50,45,Ranked,1.22,1.41
2024-12-29 18:47:10,Hardpoint,Hacienda,allies,win,237,6820,681,194,11,7,39,32,6,4231,3878,98.00%,95,49,45,Ranked,1.22,1.56
2024-12-29 18:32:16,Hardpoint,Hacienda,allies,loss,256,3605,436,110,9,2,18,34,2,2516,4014,98.25%,94,48,45,Ranked,0.53,0.79
2024-12-29 18:19:14,Hardpoint,Skyline,axis,loss,254,5300,656,173,15,4,29,27,7,3931,3175,97.65%,93,48,44,Ranked,1.07,1.63
2024-12-29 18:04:14,Control,Vault,allies,loss,264,2355,415,117,3,3,17,23,0,2516,2622,88.44%,92,48,43,Ranked,0.74,0.87
2024-12-29 17:33:18,Search and Destroy,Hacienda,axis,win,251,1490,181,45,3,4,10,7,2,1163,1067,65.37%,91,48,42,Ranked,1.43,1.86
2024-12-28 18:28:45,Hardpoint,Skyline,axis,win,238,5555,642,181,11,6,33,30,4,3739,3458,99.35%,85,47,37,Ranked,1.1,1.47
2024-12-28 22:04:09,Hardpoint,Hacienda,axis,loss,250,2980,377,95,5,4,15,18,1,1929,2235,97.22%,86,47,38,Ranked,0.83,1.11
2024-12-28 22:16:24,Hardpoint,Vault,axis,loss,245,3775,519,149,12,4,21,27,3,3142,2905,99.04%,87,47,39,Ranked,0.78,1.22
2024-12-28 22:31:02,Hardpoint,Hacienda,axis,loss,233,4870,537,174,12,4,25,25,0,3639,3426,97.95%,88,47,40,Ranked,1.0,1.48
2024-12-29 12:02:36,Search and Destroy,Hacienda,allies,loss,241,1250,239,49,2,3,10,7,2,1510,919,93.75%,89,47,41,Ranked,1.43,1.71
2024-12-29 12:24:47,Hardpoint,Vault,allies,loss,254,4320,552,125,10,4,24,25,5,2540,3026,95.39%,90,47,42,Ranked,0.96,1.36
2024-12-28 18:03:31,Hardpoint,Skyline,allies,win,241,4340,529,158,8,5,23,25,6,3264,2680,96.49%,84,46,37,Ranked,0.92,1.24
2024-12-28 17:48:26,Hardpoint,Protocol,axis,loss,244,4915,536,164,8,4,31,33,4,3384,3736,99.40%,83,45,37,Ranked,0.94,1.18
2024-12-28 17:27:12,Hardpoint,Skyline,axis,win,252,4605,527,164,10,5,27,30,3,3481,3392,98.71%,82,45,36,Ranked,0.9,1.23
2024-12-27 11:58:22,Hardpoint,Red Card,axis,loss,268,4735,603,136,11,3,25,34,3,2877,4112,99.72%,81,44,36,Ranked,0.74,1.06
2024-12-26 21:03:21,Hardpoint,Hacienda,axis,win,262,5740,558,168,7,6,31,26,8,3429,3241,95.91%,80,44,35,Ranked,1.19,1.46
2024-12-26 20:51:05,Hardpoint,Protocol,axis,win,248,5045,490,163,8,4,29,19,1,3611,2352,98.44%,79,43,35,Ranked,1.53,1.95
2024-12-26 20:35:39,Hardpoint,Skyline,axis,loss,260,2640,417,104,3,3,14,22,2,2274,2702,98.13%,78,42,35,Ranked,0.64,0.77
2024-12-26 20:25:14,Control,Vault,axis,win,265,1000,153,40,2,2,7,10,0,987,1164,93.56%,77,42,34,Ranked,0.7,0.9
2024-12-26 20:14:20,Search and Destroy,Skyline,axis,win,266,550,146,38,1,3,3,3,1,716,450,92.59%,76,41,34,Ranked,1.0,1.33
2024-12-26 19:52:07,Control,Vault,allies,loss,254,4865,688,158,8,3,33,28,6,3941,3850,95.74%,75,40,34,Ranked,1.18,1.46
2024-12-26 18:25:06,Control,Protocol,axis,win,252,3385,485,121,4,2,25,25,6,2873,3267,98.91%,74,40,33,Ranked,1.0,1.16
2024-12-26 18:10:07,Hardpoint,Protocol,axis,win,266,4215,522,120,8,5,24,32,5,2514,3729,98.95%,73,39,33,Ranked,0.75,1.0
2024-12-26 17:54:31,Hardpoint,Skyline,axis,loss,267,5445,634,183,11,7,33,30,4,3930,3885,98.51%,72,38,33,Ranked,1.1,1.47
2024-12-07 14:11:39,Search and Destroy,Vault,allies,loss,276,925,136,41,1,2,7,8,0,909,878,70.59%,71,38,32,Ranked,0.88,1.0
2024-12-07 14:00:03,Hardpoint,Skyline,axis,loss,287,3025,403,121,5,3,20,24,1,2515,2712,95.59%,70,38,31,Ranked,0.83,1.04
2024-12-07 13:47:08,Hardpoint,Hacienda,allies,loss,300,4175,436,134,7,3,23,28,4,2934,3280,97.77%,69,38,30,Ranked,0.82,1.07
2024-12-06 22:23:52,Search and Destroy,Vault,allies,win,309,1080,145,24,3,2,5,7,0,747,894,80.85%,68,38,29,Ranked,0.71,1.14
2024-12-06 22:09:54,Hardpoint,Protocol,allies,loss,325,5150,591,178,13,3,29,34,3,3796,3788,97.48%,67,37,29,Ranked,0.85,1.24
2024-12-06 21:52:26,Search and Destroy,Rewind,axis,win,328,650,147,29,0,2,6,7,0,715,956,59.92%,66,37,28,Ranked,0.86,0.86
2024-12-06 21:39:07,Control,Vault,allies,win,316,4155,553,155,10,3,28,15,3,3733,1974,98.31%,65,36,28,Ranked,1.87,2.53
2024-12-06 21:18:16,Control,Protocol,axis,loss,307,4915,676,199,8,4,35,27,2,4255,3687,94.54%,64,35,28,Ranked,1.3,1.59
2024-12-06 21:06:42,Hardpoint,Rewind,allies,win,321,2290,72,20,2,1,3,4,1,542,815,68.11%,63,35,27,Ranked,0.75,1.25
2024-12-06 20:53:02,Hardpoint,Skyline,allies,win,308,6425,601,203,12,6,39,24,2,4194,2787,92.78%,62,34,27,Ranked,1.62,2.12
2024-12-06 15:10:17,Control,Vault,allies,loss,311,3125,428,121,6,3,23,26,1,2958,2922,96.12%,60,33,26,Ranked,0.88,1.12
2024-12-06 14:49:36,Hardpoint,Rewind,allies,win,298,5640,634,169,10,7,32,24,2,3764,3064,98.78%,59,33,25,Ranked,1.33,1.75
2024-12-06 14:09:20,Control,Vault,allies,win,314,3095,341,104,6,4,18,16,1,2283,2212,91.27%,57,32,24,Ranked,1.12,1.5
2024-12-06 14:37:28,Hardpoint,Protocol,allies,loss,317,2430,412,91,4,2,16,30,2,1900,3479,97.30%,58,32,25,Ranked,0.53,0.67
2024-12-06 11:59:02,Control,Protocol,axis,win,316,2175,276,83,3,7,13,8,1,1806,1124,97.14%,54,31,22,Ranked,1.62,2.0
2024-12-06 12:30:11,Hardpoint,Rewind,axis,loss,327,2870,434,102,2,5,18,25,0,2176,2667,98.06%,56,31,24,Ranked,0.72,0.8
2024-12-06 12:16:07,Search and Destroy,Skyline,allies,loss,323,800,222,31,1,4,7,6,1,1001,940,91.23%,55,31,23,Ranked,1.17,1.33
2024-12-05 21:46:18,Hardpoint,Hacienda,allies,win,304,5940,573,164,4,5,34,19,2,3292,2799,99.49%,53,30,22,Ranked,1.79,2.0
2024-12-05 21:33:02,Hardpoint,Rewind,axis,loss,327,3620,451,114,6,3,17,25,1,2505,2840,98.18%,52,29,22,Ranked,0.68,0.92
2024-12-05 21:17:07,Hardpoint,Hacienda,allies,win,334,6135,671,173,11,4,31,31,3,3476,3806,97.14%,51,29,21,Ranked,1.0,1.35
2024-12-05 19:51:50,Hardpoint,Hacienda,allies,loss,348,4620,634,152,8,3,25,33,3,3255,3853,98.16%,50,28,21,Ranked,0.76,1.0
2024-12-05 19:38:36,Hardpoint,Skyline,axis,loss,353,4175,589,170,6,3,29,35,5,3679,3822,98.28%,49,28,20,Ranked,0.83,1.0
2024-12-05 19:16:25,Control,Protocol,axis,loss,353,4570,732,170,7,5,34,36,2,3942,4888,97.44%,48,28,19,Ranked,0.94,1.14
2024-12-05 18:25:55,Hardpoint,Skyline,axis,win,355,5840,664,176,10,5,33,32,7,3984,3920,94.63%,47,28,18,Ranked,1.03,1.34
2024-12-05 18:04:38,Hardpoint,Rewind,allies,win,360,4600,556,159,12,3,26,25,2,3442,2987,97.58%,46,27,18,Ranked,1.04,1.52
2024-12-04 22:30:21,Hardpoint,Vault,allies,win,352,3990,489,137,5,5,29,22,6,3405,2830,97.25%,45,26,18,Ranked,1.32,1.55
2024-12-04 22:15:11,Control,Protocol,allies,win,342,2525,279,81,3,7,19,8,5,2133,1289,99.68%,44,25,18,Ranked,2.38,2.75
2024-12-04 21:56:58,Hardpoint,Vault,axis,win,332,5890,696,178,7,5,39,23,7,4387,2903,94.62%,43,24,18,Ranked,1.7,2.0
2024-12-04 20:35:36,Hardpoint,Skyline,axis,loss,333,5390,521,156,9,5,33,31,6,3952,3660,97.98%,42,23,18,Ranked,1.06,1.35
2024-12-04 19:48:35,Control,Protocol,axis,win,321,4830,516,145,9,13,35,21,2,4056,2820,97.98%,40,23,16,Ranked,1.67,2.1
2024-12-04 20:19:36,Hardpoint,Protocol,axis,loss,333,6225,626,169,13,6,38,33,4,4465,3933,97.58%,41,23,17,Ranked,1.15,1.55
2024-12-04 16:21:00,Hardpoint,Vault,allies,win,329,4545,596,149,7,3,29,36,2,3838,4380,97.63%,39,22,16,Ranked,0.81,1.0
2024-12-04 16:07:52,Hardpoint,Skyline,axis,loss,318,4785,451,153,5,4,34,26,8,3702,3168,98.92%,38,21,16,Ranked,1.31,1.5
2024-12-03 21:35:22,Control,Vault,allies,loss,328,3485,521,114,6,6,23,28,2,3171,3611,95.14%,37,21,15,Ranked,0.82,1.04
2024-12-03 21:22:27,Hardpoint,Rewind,allies,loss,339,3855,481,109,11,2,20,27,1,2831,3128,95.46%,36,21,14,Ranked,0.74,1.15
2024-12-03 21:09:47,Hardpoint,Skyline,axis,win,334,3915,471,114,6,3,25,23,2,2865,2587,95.15%,35,21,13,Ranked,1.09,1.35
2024-12-03 20:37:26,Hardpoint,Vault,axis,win,320,5060,383,110,10,3,24,18,0,2747,2371,94.34%,34,20,13,Ranked,1.33,1.89
2024-12-03 20:24:53,Hardpoint,Protocol,axis,loss,324,3625,302,81,4,6,19,20,0,2240,2332,97.42%,33,19,13,Ranked,0.95,1.15
2024-12-03 20:07:20,Control,Vault,axis,loss,337,3130,395,92,6,3,21,25,5,2504,3264,96.99%,32,19,12,Ranked,0.84,1.08
2024-12-03 19:51:37,Control,Vault,allies,win,331,3630,350,109,8,4,22,22,2,2725,2618,95.51%,31,19,11,Ranked,1.0,1.36
2024-12-03 17:37:06,Hardpoint,Skyline,allies,loss,348,5090,547,145,8,6,29,29,3,3681,3391,97.13%,28,18,9,Ranked,1.0,1.28
2024-12-03 17:11:33,Hardpoint,Skyline,axis,win,335,5050,514,138,8,6,33,17,7,3661,2206,100.00%,27,18,8,Ranked,1.94,2.41
2024-12-03 17:52:26,Hardpoint,Vault,axis,loss,348,3890,460,102,7,4,21,26,4,2562,3034,96.69%,29,18,10,Ranked,0.81,1.08
2024-12-03 18:51:12,Hardpoint,Protocol,allies,loss,341,3895,459,95,11,4,23,27,3,2699,3192,98.15%,30,18,11,Ranked,0.85,1.26
2024-12-03 16:21:40,Hardpoint,Protocol,allies,loss,345,3190,374,108,5,3,20,24,0,2652,2954,98.56%,26,17,8,Ranked,0.83,1.04
2024-12-03 16:07:36,Control,Protocol,axis,win,339,2920,356,98,2,7,23,13,5,2602,1909,97.91%,25,17,7,Ranked,1.77,1.92
2024-12-03 15:50:20,Control,Vault,axis,loss,343,3535,479,124,5,5,26,27,2,3146,3487,96.94%,24,16,7,Ranked,0.96,1.15
2024-12-03 15:36:01,Control,Vault,axis,win,328,2855,347,83,3,7,24,11,4,2608,1537,97.59%,23,16,6,Ranked,2.18,2.45
2024-12-03 15:14:24,Control,Protocol,axis,loss,346,3390,368,105,10,4,20,34,3,2914,3691,94.85%,22,15,6,Ranked,0.59,0.88
2024-12-03 13:46:33,Search and Destroy,Vault,axis,win,332,1255,149,32,0,7,9,3,2,1018,555,84.99%,21,15,5,Ranked,3.0,3.0
2024-12-03 13:23:03,Hardpoint,Skyline,axis,win,323,5715,593,166,10,9,41,18,6,4219,2416,98.93%,20,14,5,Ranked,2.28,2.83
2024-12-03 13:12:46,Hardpoint,Skyline,allies,win,326,2890,258,63,5,4,12,12,2,1662,1422,91.43%,19,13,5,Ranked,1.0,1.42
2024-12-01 15:20:33,Hardpoint,Rewind,allies,loss,341,3085,453,100,3,5,20,31,3,2696,3612,96.77%,18,12,5,Ranked,0.65,0.74
2024-12-01 15:06:23,Control,Protocol,axis,loss,333,3190,400,115,1,4,29,23,2,3038,2925,96.19%,17,12,4,Ranked,1.26,1.3
2024-11-29 22:58:50,Hardpoint,Rewind,allies,win,323,4670,512,130,9,6,28,24,3,3369,3203,96.93%,16,12,3,Ranked,1.17,1.54
2024-11-29 22:46:57,Hardpoint,Rewind,axis,win,306,4015,390,114,4,6,29,15,6,2895,2044,97.85%,15,11,3,Ranked,1.93,2.2
2024-11-29 22:33:21,Control,Protocol,axis,win,293,2655,283,84,3,4,21,11,7,2271,1441,100.00%,14,10,3,Ranked,1.91,2.18
2024-11-29 22:18:43,Search and Destroy,Protocol,allies,win,274,1075,179,16,1,8,9,3,1,784,713,72.70%,13,9,3,Ranked,3.0,3.33
2024-11-29 22:13:03,Search and Destroy,Vault,axis,tie,294,0,8,1,0,0,0,1,0,32,120,90.91%,12,8,3,Ranked,0.0,0.0
2024-11-29 21:58:16,Control,Protocol,allies,loss,332,2320,368,92,5,3,15,25,2,2470,2866,93.33%,11,8,3,Ranked,0.6,0.8
2024-11-29 21:38:24,Search and Destroy,Rewind,allies,loss,310,1625,207,41,1,6,12,7,1,1595,1328,75.18%,10,8,2,Ranked,1.71,1.86
2024-11-27 17:54:13,Hardpoint,Protocol,axis,win,289,5435,446,134,10,8,29,12,3,3794,1679,95.24%,9,8,1,Ranked,2.42,3.25
2024-11-27 17:38:46,Hardpoint,Vault,axis,win,325,3905,438,114,8,3,23,27,4,2993,3280,93.75%,8,7,1,Ranked,0.85,1.15
2024-11-27 17:06:44,Hardpoint,Protocol,axis,win,366,4525,429,118,6,3,26,34,5,3219,3959,96.07%,7,6,1,Ranked,0.76,0.94
2024-11-27 16:56:46,Control,Vault,axis,win,323,2365,224,65,4,5,17,4,2,1745,816,95.59%,6,5,1,Ranked,4.25,5.25
2024-11-27 16:40:04,Hardpoint,Rewind,axis,win,336,6130,515,105,19,4,22,25,5,3084,3014,97.40%,5,4,1,Ranked,0.88,1.64
2024-11-27 16:27:16,Hardpoint,Vault,axis,win,264,4485,464,115,7,4,26,13,3,2959,1937,91.73%,4,3,1,Ranked,2.0,2.54
2024-11-27 15:51:24,Control,Vault,allies,loss,445,1770,228,56,6,2,9,20,4,1538,2423,91.93%,3,2,1,Ranked,0.45,0.75
2024-11-25 18:39:58,Hardpoint,Protocol,allies,win,351,6220,464,138,6,8,39,21,5,3651,2813,97.20%,2,2,0,Ranked,1.86,2.14
2024-11-25 18:00:50,Control,Vault,axis,win,323,5045,578,163,9,4,36,33,5,4299,4125,95.90%,1,1,0,Ranked,1.09,1.36
